AIRPORT,TIME,FLIGHT,AIRLINE,AIRCRAFT,STATUS,TYPE,TO/FROM
CGK,2:20:00 PM,QZ256,AirAsia (Sustainable Asean Tourism Livery) ,A320 (PK-AZS) ,Departed 2:27 PM,Departure,DMK
CGK,2:20:00 PM,CX776,Cathay Pacific ,A333 (B-LBG) ,Departed 2:59 PM,Departure,HKG
CGK,2:25:00 PM,GA410,Garuda Indonesia ,A333 (PK-GPY) ,Departed 3:08 PM,Departure,DPS
CGK,2:25:00 PM,ID6210,Batik Air ,A320 (PK-BKQ) ,Departed 3:17 PM,Departure,BDJ
CGK,2:25:00 PM,JT122,Lion Air ,B739 (PK-LSS) ,Departed 3:37 PM,Departure,TKG
CGK,2:25:00 PM,UL365,SriLankan Airlines ,A20N (4R-ANA) ,Departed 2:52 PM,Departure,CMB
CGK,2:25:00 PM,IP206,Pelita Air ,A320 (PK-PWF) ,Departed 3:04 PM,Departure,SUB
CGK,2:25:00 PM,QG414,Citilink ,A20N (PK-GTI) ,Departed 3:16 PM,Departure,PNK
CGK,2:30:00 PM,GA154,Garuda Indonesia ,B738 (PK-GFW) ,Departed 3:19 PM,Departure,BTH
CGK,2:30:00 PM,IU824,Super Air Jet ,A320 (PK-SAI) ,Departed 3:45 PM,Departure,PGK
CGK,2:30:00 PM,IU926,Super Air Jet ,A320 (PK-STD) ,Departed 5:15 PM,Departure,PLM
CGK,2:30:00 PM,JT210,Lion Air ,B739 (PK-LGO) ,Departed 3:10 PM,Departure,KNO
CGK,2:30:00 PM,JT692,Lion Air ,B739 (PK-LHR) ,Departed 3:03 PM,Departure,SUB
CGK,2:30:00 PM,BR238,EVA Air ,B77W (B-16712) ,Departed 3:13 PM,Departure,TPE
CGK,2:35:00 PM,IU766,Super Air Jet ,A320 (PK-STF) ,Departed 4:00 PM,Departure,LOP
CGK,2:35:00 PM,AK385,AirAsia (Visit Truly Asia Malaysia 2020 Stickers) ,A20N (9M-RAR) ,Departed 2:55 PM,Departure,KUL
CGK,2:40:00 PM,ID6296,Batik Air ,A320 (PK-BKO) ,Departed 6:52 PM,Departure,UPG
CGK,2:40:00 PM,IU754,Super Air Jet (Book Cabin Livery) ,A320 (PK-SJO) ,Departed 5:56 PM,Departure,DPS
CGK,2:40:00 PM,JT686,Lion Air ,B738 (PK-LOR) ,Estimated dep. 2:58 PM,Departure,PNK
CGK,2:40:00 PM,CI762,China Airlines ,A359 (B-18901) ,Departed 3:10 PM,Departure,TPE
CGK,2:45:00 PM,GA212,Garuda Indonesia ,B738 (PK-GMY) ,Departed 3:41 PM,Departure,YIA
CGK,2:50:00 PM,GA504,Garuda Indonesia ,B738 (PK-GMC) ,Departed 3:26 PM,Departure,PNK
CGK,2:50:00 PM,WY850,Oman Air ,B789 (A4O-SH) ,Departed 3:29 PM,Departure,MCT
CGK,2:50:00 PM,QG802,Citilink ,A20N (PK-GTK) ,Departed 3:46 PM,Departure,SRG
CGK,2:55:00 PM,GA554,Garuda Indonesia (From Nature to Future Livery) ,B738 (PK-GFX) ,Departed 3:32 PM,Departure,PKY
CGK,2:55:00 PM,JT782,Lion Air (Dreamliner Livery) ,B739 (PK-LFG) ,Departed 3:53 PM,Departure,UPG
CGK,3:00:00 PM,GA176,Garuda Indonesia (Ayo Pakai Masker Livery) ,B738 (PK-GFQ) ,Departed 3:39 PM,Departure,PKU
CGK,3:00:00 PM,GA238,Garuda Indonesia ,B738 (PK-GMX) ,Departed 3:43 PM,Departure,SRG
CGK,3:00:00 PM,GA960,Garuda Indonesia ,B77W (PK-GIC) ,Departed 4:48 PM,Departure,MED
CGK,3:00:00 PM,ID8346,Batik Air ,32A ,Unknown,Departure,SRG
CGK,3:00:00 PM,JT762,Lion Air ,B739 (PK-LFY) ,Departed 3:24 PM,Departure,BPN
CGK,3:00:00 PM,IU888,Super Air Jet ,A320 (PK-SJJ) ,Departed 5:24 PM,Departure,KNO
CGK,3:05:00 PM,ID6200,Batik Air ,A320 (PK-LAW) ,Departed 3:34 PM,Departure,PKY
CGK,3:05:00 PM,ID6802,Batik Air ,B738 (PK-LZO) ,Departed 3:51 PM,Departure,DJB
CGK,3:10:00 PM,ID6898,Batik Air ,A320 (PK-LUZ) ,Departed 3:44 PM,Departure,BTJ
CGK,3:10:00 PM,JT678,Lion Air ,B739 (PK-LSV) ,Departed 4:33 PM,Departure,PKY
CGK,3:10:00 PM,ID6578,Batik Air ,A320 (PK-BKR) ,Departed 4:15 PM,Departure,SUB
CGK,3:10:00 PM,8B5108,TransNusa ,A320 (PK-TLC) ,Departed 7:10 PM,Departure,DPS
CGK,3:15:00 PM,QG718,Citilink ,A320 (PK-GLI) ,Departed 5:33 PM,Departure,SUB
CGK,3:20:00 PM,GA134,Garuda Indonesia (Pokémon Livery) ,B738 (PK-GMU) ,Departed 3:55 PM,Departure,DJB
CGK,3:20:00 PM,QG688,Citilink ,A320 (PK-GQE) ,Departed 3:51 PM,Departure,DPS
CGK,3:20:00 PM,QG978,Citilink ,A320 (PK-GLK) ,Departed 4:47 PM,Departure,KNO
CGK,3:20:00 PM,QZ240,AirAsia ,A320 (PK-AXS) ,Departed 3:27 PM,Departure,JHB
CGK,3:25:00 PM,IU868,Super Air Jet ,A320 (PK-SAA) ,Departed 5:51 PM,Departure,PKU
CGK,3:25:00 PM,QG958,Citilink ,A20N (PK-GTI) ,Unknown,Departure,PDG
CGK,3:25:00 PM,6E1602,IndiGo ,A20N (VT-IIZ) ,Departed 3:58 PM,Departure,BOM
CGK,3:30:00 PM,JT202,Lion Air ,739,Unknown,Departure,KNO
CGK,3:30:00 PM,QZ808,AirAsia (Lombok Livery) ,A320 (PK-AXU) ,Departed 3:49 PM,Departure,DPS
CGK,3:30:00 PM,ID6372,Batik Air ,738,Unknown,Departure,YIA
CGK,3:30:00 PM,IN78,Nam Air ,735,Unknown,Departure,PGK
CGK,3:30:00 PM,QG426,Citilink ,A320 (PK-GQC) ,Departed 4:27 PM,Departure,UPG
CGK,3:30:00 PM,SJ76,Sriwijaya Air ,B735 (PK-CLE) ,Departed 3:48 PM,Departure,PGK
CGK,3:35:00 PM,ID6264,Batik Air ,A320 (PK-LUK) ,Departed 3:56 PM,Departure,UPG
CGK,3:35:00 PM,ID6857,Batik Air ,32A ,Unknown,Departure,UPG
CGK,3:40:00 PM,GA836,Garuda Indonesia ,A333 (PK-GPW) ,Departed 4:13 PM,Departure,SIN
CGK,3:40:00 PM,ID7368,Batik Air ,320,Canceled,Departure,SOC
CGK,3:40:00 PM,IP324,Pelita Air ,A320 (PK-PWE) ,Departed 4:11 PM,Departure,PKU
CGK,3:40:00 PM,QG482,Citilink ,A320 (PK-GQP) ,Departed 4:54 PM,Departure,BDJ
CGK,3:45:00 PM,IU746,Super Air Jet ,A320 (PK-SAU) ,Departed 6:44 PM,Departure,DPS
CGK,3:45:00 PM,IU872,Super Air Jet ,A320 (PK-SJP) ,Departed 6:43 PM,Departure,PLM
CGK,3:45:00 PM,QG420,Citilink ,A320 (PK-GLP) ,Departed 5:27 PM,Departure,BPN
CGK,3:50:00 PM,JT872,Lion Air ,739,Unknown,Departure,UPG
CGK,3:55:00 PM,CX3242,Cathay Pacific Cargo ,B744 (B-LID) ,Departed 4:18 PM,Departure,PEN
CGK,3:55:00 PM,JT716,Lion Air ,B738 (PK-LOV) ,Departed 6:38 PM,Departure,PNK
CGK,4:00:00 PM,GA288,Garuda Indonesia ,B738 (PK-GMM) ,Departed 4:45 PM,Departure,TNJ
CGK,4:00:00 PM,GA320,Garuda Indonesia ,B738 (PK-GUA) ,Departed 4:17 PM,Departure,SUB
CGK,4:00:00 PM,ID6254,Batik Air ,738,Unknown,Departure,BPN
CGK,4:00:00 PM,ID6284,Batik Air ,32A ,Canceled,Departure,UPG
CGK,4:00:00 PM,ID6306,Batik Air ,B738 (PK-LDM) ,Unknown,Departure,SUB
CGK,4:00:00 PM,JT394,Lion Air ,739,Unknown,Departure,PKU
CGK,4:00:00 PM,IU904,Super Air Jet ,A320 (PK-STG) ,Departed 5:31 PM,Departure,PDG
CGK,4:00:00 PM,QG884,Citilink ,A320 (PK-GQN) ,Departed 4:48 PM,Departure,PLM
CGK,4:05:00 PM,MH720,Malaysia Airlines (Malaysia Negaraku Livery) ,A332 (9M-MTZ) ,Departed 4:29 PM,Departure,KUL
CGK,4:10:00 PM,GA190,Garuda Indonesia ,B738 (PK-GFG) ,Departed 4:32 PM,Departure,KNO
CGK,4:10:00 PM,QG944,Citilink ,A320 (PK-GQL) ,Departed 6:10 PM,Departure,BTH
CGK,4:10:00 PM,QZ260,AirAsia (Lake Toba Livery) ,A320 (PK-AZR) ,Departed 4:10 PM,Departure,SIN
CGK,4:10:00 PM,8B679,TransNusa ,A320 (PK-TLF) ,Departed 4:43 PM,Departure,KUL
CGK,4:10:00 PM,ID6018,Batik Air ,738,Unknown,Departure,KUL
CGK,4:20:00 PM,GA114,Garuda Indonesia ,B738 (PK-GUD) ,Departed 4:52 PM,Departure,PLM
CGK,4:20:00 PM,ID6362,Batik Air ,B738 (PK-LZQ) ,Departed 5:48 PM,Departure,SRG
CGK,4:20:00 PM,IP354,Pelita Air ,A320 (PK-PWL) ,Departed 4:50 PM,Departure,PDG
CGK,4:20:00 PM,8B5112,TransNusa ,320,Unknown,Departure,DPS
CGK,4:30:00 PM,GA612,Garuda Indonesia ,B738 (PK-GUC) ,Departed 4:55 PM,Departure,UPG
CGK,4:30:00 PM,ID8264,Batik Air ,32A ,Canceled,Departure,UPG
CGK,4:30:00 PM,ID8368,Batik Air ,B738 (PK-LDP) ,Estimated dep. 5:03 PM,Departure,SOC
CGK,4:30:00 PM,JT382,Lion Air ,739,Unknown,Departure,KNO
CGK,4:30:00 PM,JT614,Lion Air ,B739 (PK-LGJ) ,Departed 4:56 PM,Departure,PGK
CGK,4:30:00 PM,QZ252,AirAsia ,A320 (PK-AZP) ,Departed 4:26 PM,Departure,DMK
CGK,4:35:00 PM,GA156,Garuda Indonesia ,B738 (PK-GFH) ,Departed 4:57 PM,Departure,BTH
CGK,4:35:00 PM,GA420,Garuda Indonesia (Retro 1960 livery) ,B738 (PK-GFM) ,Departed 5:00 PM,Departure,DPS
CGK,4:35:00 PM,JT630,Lion Air ,B738 (PK-LKW) ,Departed 5:09 PM,Departure,BKS
CGK,4:45:00 PM,IU748,Super Air Jet ,A320 (PK-SAQ) ,Departed 6:57 PM,Departure,DPS
CGK,4:45:00 PM,IU768,Super Air Jet ,A320 (PK-SAS) ,Departed,Departure,LOP
CGK,4:50:00 PM,QG412,Citilink ,A320 (PK-GLE) ,Departed 5:22 PM,Departure,PNK
CGK,4:50:00 PM,8B677,TransNusa ,C27 ,Unknown,Departure,KUL
CGK,4:55:00 PM,GA202,Garuda Indonesia ,B738 (PK-GMP) ,Departed 5:37 PM,Departure,YIA
CGK,4:55:00 PM,IU698,Super Air Jet ,320,Unknown,Departure,PNK
CGK,4:55:00 PM,QG526,Citilink ,A320 (PK-GQK) ,Departed 5:06 PM,Departure,SIN
CGK,5:00:00 PM,GA4144,Garuda Indonesia ,B738 (PK-GMW) ,Departed 5:41 PM,Departure,DPS
CGK,5:00:00 PM,ID6374,Batik Air ,B738 (PK-LZT) ,Departed 5:45 PM,Departure,YIA
CGK,5:00:00 PM,JT292,Lion Air (80th 737NG Livery) ,B738 (PK-LKP) ,Departed 5:17 PM,Departure,PKU
CGK,5:00:00 PM,ID6576,Batik Air ,B738 (PK-LDM) ,Departed 7:48 PM,Departure,SUB
CGK,5:00:00 PM,ID6804,Batik Air ,B738 (PK-LDJ) ,Departed 5:56 PM,Departure,DJB
CGK,5:00:00 PM,ID6880,Batik Air ,A320 (PK-LUS) ,Departed 5:30 PM,Departure,KNO
CGK,5:00:00 PM,IU880,Super Air Jet ,A320 (PK-SJF) ,Departed 6:35 PM,Departure,KNO
CGK,5:00:00 PM,RI777,Rimbun Air ,73F ,Unknown,Departure,UPG
CGK,5:15:00 PM,JT326,Lion Air ,B739 (PK-LGU) ,Departed 5:28 PM,Departure,BDJ
CGK,5:15:00 PM,JT372,Lion Air ,B739 (PK-LSH) ,Departed 8:10 PM,Departure,BTH
CGK,5:15:00 PM,QG666,Citilink ,A320 (PK-GLS) ,Departed 6:17 PM,Departure,DPS
CGK,5:20:00 PM,IP244,Pelita Air ,A320 (PK-PWI) ,Departed 5:39 PM,Departure,YIA
CGK,5:25:00 PM,QG938,Citilink ,A320 (PK-GLO) ,Departed 7:31 PM,Departure,PKU
CGK,5:30:00 PM,GA326,Garuda Indonesia ,B738 (PK-GFV) ,Departed 6:07 PM,Departure,SUB
CGK,5:30:00 PM,JT308,Lion Air ,738,Unknown,Departure,KNO
CGK,5:30:00 PM,SV819,Saudia ,B77W (HZ-AK35) ,Departed 5:50 PM,Departure,JED
CGK,5:30:00 PM,IP202,Pelita Air ,A320 (PK-PWD) ,Departed 5:57 PM,Departure,SUB
CGK,5:30:00 PM,IU816,Super Air Jet ,A320 (PK-SAF) ,Departed 7:13 PM,Departure,PDG
CGK,5:30:00 PM,QG776,Citilink ,A320 (PK-GQA) ,Departed 6:28 PM,Departure,YIA
CGK,5:35:00 PM,GA246,Garuda Indonesia (Livin' by Mandiri Livery) ,B738 (PK-GFJ) ,Departed 6:08 PM,Departure,SRG
CGK,5:35:00 PM,ID6352,Batik Air ,32A ,Canceled,Departure,SRG
CGK,5:35:00 PM,JT608,Lion Air ,B739 (PK-LSS) ,Departed 7:01 PM,Departure,DJB
CGK,5:35:00 PM,QZ814,AirAsia ,A320 (PK-AZK) ,Departed 7:02 PM,Departure,DPS
CGK,5:35:00 PM,QG736,Citilink ,A320 (PK-GQJ) ,Departed 6:12 PM,Departure,SUB
CGK,5:40:00 PM,EK357,Emirates ,B77W (A6-EGM) ,Departed 6:04 PM,Departure,DXB
CGK,5:40:00 PM,IU744,Super Air Jet ,A320 (PK-STH) ,Departed 8:44 PM,Departure,DPS
CGK,5:40:00 PM,IU600,Super Air Jet ,A320 (PK-STT) ,Departed 6:53 PM,Departure,BPN
CGK,5:45:00 PM,EY475,Etihad Airways ,B77W (A6-ETE) ,Departed 6:20 PM,Departure,AUH
CGK,5:45:00 PM,ID7159,Batik Air ,A320 (PK-LAJ) ,Departed 6:03 PM,Departure,SIN
CGK,5:50:00 PM,GA72,Garuda Indonesia ,B738 (PK-GFS) ,Departed 7:37 PM,Departure,TKG
CGK,5:50:00 PM,GA164,Garuda Indonesia ,B738 (PK-GMD) ,Departed 6:25 PM,Departure,PDG
CGK,5:50:00 PM,QG212,Citilink ,A320 (PK-GQO) ,Departed 6:54 PM,Departure,UPG
CGK,5:50:00 PM,OD349,Batik Air ,B38M (9M-LRG) ,Departed 6:56 PM,Departure,KUL
CGK,5:55:00 PM,JT718,Lion Air ,B738 (PK-LOV) ,Estimated dep. 6:37 PM,Departure,PNK
CGK,6:00:00 PM,GA416,Garuda Indonesia (Ayo Pakai Masker Livery) ,A333 (PK-GHC) ,Departed 6:44 PM,Departure,DPS
CGK,6:00:00 PM,JT242,Lion Air ,B739 (PK-LHO) ,Departed 6:23 PM,Departure,TKG
CGK,6:00:00 PM,ID6588,Batik Air ,738,Unknown,Departure,SUB
CGK,6:00:00 PM,IU898,Super Air Jet ,A320 (PK-SJM) ,Departed 7:49 PM,Departure,KNO
CGK,6:00:00 PM,RI710,Rimbun Air ,73F ,Unknown,Departure,GTO
CGK,6:05:00 PM,SQ963,Singapore Airlines ,A359 (9V-SMR) ,Departed 6:35 PM,Departure,SIN
CGK,6:10:00 PM,IU624,Super Air Jet ,A320 (PK-STA) ,Departed 8:09 PM,Departure,BDJ
CGK,6:10:00 PM,QZ208,AirAsia ,A320 (PK-AZH) ,Departed 6:15 PM,Departure,KUL
CGK,6:10:00 PM,QG660,Citilink ,A20N (PK-GTH) ,Departed 7:35 PM,Departure,DPS
CGK,6:10:00 PM,QG722,Citilink (Retro Livery) ,A320 (PK-GQI) ,Departed 6:59 PM,Departure,SUB
CGK,6:10:00 PM,8B860,TransNusa ,A320 (PK-TLD) ,Departed 8:01 PM,Departure,CAN
CGK,6:15:00 PM,GA536,Garuda Indonesia ,B738 (PK-GNA) ,Departed 7:03 PM,Departure,BDJ
CGK,6:20:00 PM,GA900,Garuda Indonesia ,B77W (PK-GIA) ,Departed 7:06 PM,Departure,DOH
CGK,6:20:00 PM,QG912,Citilink ,A20N (PK-GTK) ,Departed 8:07 PM,Departure,KNO
CGK,6:25:00 PM,MH722,Malaysia Airlines ,B738 (9M-MXL) ,Departed 6:48 PM,Departure,KUL
CGK,6:25:00 PM,ID7157,Batik Air ,A320 (PK-LAM) ,Departed 7:23 PM,Departure,SIN
CGK,6:30:00 PM,GA328,Garuda Indonesia ,B738 (PK-GNF) ,Departed 7:25 PM,Departure,SUB
CGK,6:30:00 PM,GA1824,Garuda Indonesia ,B738 (PK-GUE) ,Departed 6:50 PM,Departure,KNO
CGK,6:30:00 PM,ID6796,Batik Air ,32A ,Canceled,Departure,UPG
CGK,6:30:00 PM,JT302,Lion Air ,B739 (PK-LFL) ,Departed 7:18 PM,Departure,KNO
CGK,6:30:00 PM,QR957,Qatar Airways ,A359 (A7-AMG) ,Departed 6:42 PM,Departure,DOH
CGK,6:35:00 PM,QZ816,AirAsia ,A320 (PK-AXE) ,Departed 6:49 PM,Departure,DPS
CGK,6:40:00 PM,8B5120,TransNusa ,320,Unknown,Departure,DPS
CGK,6:45:00 PM,IU738,Super Air Jet ,A320 (PK-SAI) ,Departed 8:03 PM,Departure,DPS
CGK,6:55:00 PM,GA196,Garuda Indonesia ,B738 (PK-GMY) ,Departed 7:58 PM,Departure,KNO
CGK,6:55:00 PM,GA206,Garuda Indonesia ,B738 (PK-GNC) ,Departed 7:46 PM,Departure,YIA
CGK,6:55:00 PM,ID6080,Batik Air ,A320 (PK-LUT) ,Departed 7:14 PM,Departure,PER
CGK,7:00:00 PM,GA822,Garuda Indonesia ,A333 (PK-GPT) ,Departed 7:39 PM,Departure,SIN
CGK,7:00:00 PM,ID6574,Batik Air ,738,Canceled,Departure,SUB
CGK,7:00:00 PM,TG436,Thai Airways ,B772 (HS-TJW) ,Departed 7:43 PM,Departure,BKK
CGK,7:00:00 PM,ID6855,Batik Air ,32A ,Unknown,Departure,SUB
CGK,7:00:00 PM,SQ965,Singapore Airlines ,B77W (9V-SWH) ,Departed 7:26 PM,Departure,SIN
CGK,7:05:00 PM,QG726,Citilink ,A320 (PK-GLU) ,Unknown,Departure,SUB
CGK,7:10:00 PM,QZ212,AirAsia ,A320 (PK-AZA) ,Departed 7:16 PM,Departure,KUL
CGK,7:20:00 PM,ID6862,Batik Air ,A320 (PK-LAT) ,Departed 7:29 PM,Departure,BTH
CGK,7:30:00 PM,QZ532,AirAsia ,A320 (PK-AZF) ,Departed 7:33 PM,Departure,PER
CGK,7:30:00 PM,IU876,Super Air Jet ,A320 (PK-SAV) ,Unknown,Departure,PLM
CGK,7:30:00 PM,QG888,Citilink ,A320 (PK-GQG) ,Departed 8:48 PM,Departure,PLM
CGK,7:40:00 PM,8B5104,TransNusa ,A320 (PK-TLB) ,Estimated dep. 7:40 PM,Departure,DPS
CGK,7:45:00 PM,GA424,Garuda Indonesia (Livin' by Mandiri Livery) ,B738 (PK-GFI) ,Departed 8:15 PM,Departure,DPS
CGK,7:50:00 PM,MH724,Malaysia Airlines ,B738 (9M-MXX) ,Departed 8:12 PM,Departure,KUL
CGK,7:50:00 PM,QG882,Citilink ,A20N (PK-GTA) ,Departed 8:28 PM,Departure,KNO
CGK,7:50:00 PM,QG8718,Citilink ,A20N (PK-GTI) ,Departed 7:51 PM,Departure,KMG
CGK,7:55:00 PM,TR279,Scoot ,A320 (9V-TRL) ,Departed 8:38 PM,Departure,SIN
CGK,8:00:00 PM,ID7603,Batik Air ,32A ,Canceled,Departure,KMG
CGK,8:00:00 PM,JT874,Lion Air ,739,Unknown,Departure,UPG
CGK,8:00:00 PM,QZ810,AirAsia ,A320 (PK-AXS) ,Departed 8:18 PM,Departure,DPS
CGK,8:05:00 PM,QG9720,Citilink ,A320 (PK-GQN) ,Departed 8:26 PM,Departure,SUB
CGK,8:30:00 PM,AK387,AirAsia (Visit Truly Asia Malaysia 2020 Stickers) ,A20N (9M-RAR) ,Estimated dep. 8:45 PM,Departure,KUL
CGK,8:30:00 PM,QG442,Citilink ,A320 (PK-GQE) ,Estimated dep. 8:50 PM,Departure,UPG
CGK,8:35:00 PM,3U9016,Sichuan Airlines ,33F ,Scheduled,Departure,TFU
CGK,8:45:00 PM,QF42,Qantas ,A332 (VH-EBR) ,Estimated dep. 8:42 PM,Departure,SYD
CGK,8:45:00 PM,3U9038,Sichuan Airlines ,33F ,Scheduled,Departure,NNG
CGK,9:00:00 PM,JT798,Lion Air ,739,Scheduled,Departure,UPG
CGK,9:00:00 PM,QF40,Qantas ,A332 (VH-EBM) ,Estimated dep. 9:00 PM,Departure,MEL
CGK,9:00:00 PM,TK57,Turkish Airlines ,A359 (TC-LGK) ,Estimated dep. 9:10 PM,Departure,IST
CGK,9:15:00 PM,AK354,AirAsia (Universiti Teknologi Malaysia Livery) ,A320 (9M-AJE) ,Scheduled,Departure,KUL
CGK,9:25:00 PM,NH856,All Nippon Airways ,789,Estimated dep. 9:25 PM,Departure,HND
CGK,9:30:00 PM,ID6268,Batik Air ,738,Scheduled,Departure,UPG
CGK,9:30:00 PM,JT984,Lion Air ,739,Scheduled,Departure,UPG
CGK,9:50:00 PM,KE628,Korean Air ,B77W (HL8275) ,Scheduled,Departure,ICN
CGK,9:50:00 PM,OZ762,Asiana Airlines ,359,Scheduled,Departure,ICN
CGK,9:55:00 PM,JL726,Japan Airlines ,788,Estimated dep. 9:55 PM,Departure,NRT
CGK,10:00:00 PM,SJ584,Sriwijaya Air ,738,Scheduled,Departure,UPG
CGK,10:30:00 PM,ID6182,Batik Air ,738,Scheduled,Departure,UPG
CGK,10:35:00 PM,OD317,Batik Air Malaysia ,7M8 ,Scheduled,Departure,KUL
CGK,10:40:00 PM,GA656,Garuda Indonesia ,738,Scheduled,Departure,DJJ
CGK,10:45:00 PM,CA978,Air China ,333,Estimated dep. 10:45 PM,Departure,PEK
CGK,11:15:00 PM,GA664,Garuda Indonesia ,738,Scheduled,Departure,DJJ
CGK,11:25:00 PM,GA874,Garuda Indonesia ,333,Scheduled,Departure,HND
CGK,11:30:00 PM,MU5070,China Eastern Airlines ,A332 (B-5920) ,Estimated dep. 11:30 PM,Departure,PVG
CGK,11:55:00 PM,GA894,Garuda Indonesia ,333,Estimated dep. 11:55 PM,Departure,PVG
CGK,11:55:00 PM,8K801,K-Mile Air ,73P ,Scheduled,Departure,SIN
CJN,12:10:00 PM,SQS234,Susi Air ,CN1 ,Unknown,Arrival,HLP
CJN,6:30:00 AM,SQS235,Susi Air ,CN1 ,Unknown,Departure,HLP
CJN,9:50:00 AM,IW1531,Wings Air ,AT76 (PK-WHJ) ,Departed 10:08 AM,Departure,LUV
DEX,1:40:00 PM,IL221,Trigana Air ,AT4 ,Unknown,Arrival,DJJ
DEX,2:05:00 PM,IL222,Trigana Air ,AT4 ,Unknown,Departure,DJJ
DJB,8:20:00 AM,IU844,Super Air Jet ,A320 (PK-STG) ,Landed 8:14 AM,Arrival,CGK
DJB,10:05:00 AM,JT604,Lion Air ,739,Canceled,Arrival,CGK
DJB,10:40:00 AM,GA126,Garuda Indonesia ,B738 (PK-GFD) ,Landed 10:51 AM,Arrival,CGK
DJB,10:55:00 AM,IU840,Super Air Jet ,A320 (PK-SAF) ,Landed 11:02 AM,Arrival,CGK
DJB,11:50:00 AM,IU842,Super Air Jet ,A320 (PK-SAI) ,Landed 11:57 AM,Arrival,CGK
DJB,1:50:00 PM,JT602,Lion Air ,739,Canceled,Arrival,CGK
DJB,2:50:00 PM,IU846,Super Air Jet ,A320 (PK-SAF) ,Landed 3:29 PM,Arrival,CGK
DJB,3:00:00 PM,QG966,Citilink ,A320 (PK-GLO) ,Landed 4:26 PM,Arrival,CGK
DJB,4:25:00 PM,ID6802,Batik Air ,B738 (PK-LZO) ,Landed 4:50 PM,Arrival,CGK
DJB,4:40:00 PM,GA134,Garuda Indonesia (Pokémon Livery) ,B738 (PK-GMU) ,Landed 4:56 PM,Arrival,CGK
DJB,6:15:00 PM,IU973,Super Air Jet ,A320 (PK-SAP) ,Landed 6:14 PM,Arrival,BTH
DJB,6:20:00 PM,ID6804,Batik Air ,B738 (PK-LDJ) ,Landed 6:54 PM,Arrival,CGK
DJB,6:55:00 PM,JT608,Lion Air ,B739 (PK-LSS) ,Landed 7:57 PM,Arrival,CGK
DJB,6:00:00 AM,IU974,Super Air Jet ,A320 (PK-SAP) ,Departed 6:08 AM,Departure,BTH
DJB,6:20:00 AM,JT601,Lion Air ,739,Canceled,Departure,CGK
DJB,7:40:00 AM,ID6805,Batik Air ,B738 (PK-LBZ) ,Departed 7:41 AM,Departure,CGK
DJB,9:00:00 AM,IU845,Super Air Jet ,A320 (PK-STG) ,Departed 9:06 AM,Departure,CGK
DJB,10:45:00 AM,JT809,Lion Air ,739,Canceled,Departure,CGK
DJB,11:25:00 AM,GA127,Garuda Indonesia ,B738 (PK-GFD) ,Departed 12:02 PM,Departure,CGK
DJB,11:35:00 AM,IU841,Super Air Jet ,A320 (PK-SAF) ,Departed 11:48 AM,Departure,CGK
DJB,12:30:00 PM,IU843,Super Air Jet ,A320 (PK-SAI) ,Departed 12:49 PM,Departure,CGK
DJB,2:30:00 PM,JT603,Lion Air ,739,Canceled,Departure,CGK
DJB,3:30:00 PM,IU847,Super Air Jet ,A320 (PK-SAF) ,Departed 4:16 PM,Departure,CGK
DJB,3:35:00 PM,QG967,Citilink ,A320 (PK-GLO) ,Departed 5:16 PM,Departure,CGK
DJB,5:05:00 PM,ID6803,Batik Air ,B738 (PK-LZO) ,Departed 5:43 PM,Departure,CGK
DJB,5:30:00 PM,GA135,Garuda Indonesia (Pokémon Livery) ,B738 (PK-GMU) ,Departed 5:52 PM,Departure,CGK
DJJ,6:00:00 AM,GA656,Garuda Indonesia ,B738 (PK-GMI) ,Landed 6:12 AM,Arrival,CGK
DJJ,6:10:00 AM,JT798,Lion Air ,B739 (PK-LSH) ,Landed 9:06 AM,Arrival,UPG
DJJ,6:10:00 AM,JT3794,Lion Air ,739,Unknown,Arrival,UPG
DJJ,6:30:00 AM,QG250,Citilink ,A320 (PK-GQL) ,Landed 6:21 AM,Arrival,UPG
DJJ,6:35:00 AM,GA664,Garuda Indonesia ,B738 (PK-GNC) ,Landed 6:29 AM,Arrival,CGK
DJJ,7:10:00 AM,ID6182,Batik Air ,B738 (PK-BGZ) ,Landed 7:41 AM,Arrival,UPG
DJJ,7:25:00 AM,ID6180,Batik Air ,B738 (PK-LDJ) ,Landed 7:09 AM,Arrival,CGK
DJJ,8:00:00 AM,JT984,Lion Air ,B739 (PK-LGJ) ,Landed 7:54 AM,Arrival,TIM
DJJ,8:00:00 AM,IW1634,Wings Air ,AT76 (PK-WJV) ,Landed 8:47 AM,Arrival,WMX
DJJ,8:15:00 AM,IL7322,Trigana Air ,B733 (PK-YSZ) ,Landed 9:37 AM,Arrival,WMX
DJJ,8:55:00 AM,JT938,Lion Air ,B738 (PK-LOJ) ,Landed 10:48 AM,Arrival,BIK
DJJ,8:55:00 AM,SJ582,Sriwijaya Air ,738,Unknown,Arrival,BIK
DJJ,8:55:00 AM,SJ588,Sriwijaya Air ,738,Unknown,Arrival,TIM
DJJ,9:05:00 AM,IL7342,Trigana Air ,B733 (PK-YST) ,Unknown,Arrival,WMX
DJJ,9:15:00 AM,IL7302,Trigana Air Service ,B733 (PK-YSV) ,Unknown,Arrival,WMX
DJJ,9:25:00 AM,IL252,Trigana Air ,AT4 ,Unknown,Arrival,OKL
