AIRPORT,TIME,FLIGHT,AIRLINE,AIRCRAFT,STATUS,TYPE,TO/FROM
HLP,2:30:00 PM,ID7308,Batik Air ,A320 (PK-LAL) ,Landed 2:20 PM,Arrival,DPS
HLP,2:50:00 PM,QG47,Citilink Garuda Indonesia ,A320 (PK-GQT) ,Landed 3:59 PM,Arrival,PDG
HLP,3:00:00 PM,ID7582,Batik Air ,32A ,Canceled,Arrival,MLG
HLP,3:25:00 PM,QG171,Citilink ,A320 (PK-GQM) ,Landed 3:31 PM,Arrival,SUB
HLP,3:35:00 PM,ID7538,Batik Air ,A320 (PK-LUJ) ,Landed 3:45 PM,Arrival,YIA
HLP,3:50:00 PM,ID7052,Batik Air ,A320 (PK-LAI) ,Landed 3:54 PM,Arrival,PLM
HLP,4:15:00 PM,QG165,Citilink ,A320 (PK-GQQ) ,Landed 4:18 PM,Arrival,MLG
HLP,4:15:00 PM,QG195,Citilink ,A320 (PK-GQS) ,Landed 4:39 PM,Arrival,DPS
HLP,4:20:00 PM,ID7514,Batik Air ,A320 (PK-LUH) ,Landed 4:15 PM,Arrival,SUB
HLP,5:00:00 PM,QG1100,Citilink ,AT76 (PK-GJP) ,Landed 5:03 PM,Arrival,JOG
HLP,5:05:00 PM,ID7512,Batik Air ,A320 (PK-LUO) ,Landed 5:36 PM,Arrival,SUB
HLP,5:05:00 PM,ID7065,Batik Air ,32A ,Unknown,Arrival,SUB
HLP,5:15:00 PM,ID7558,Batik Air ,A320 (PK-LUI) ,Landed 6:32 PM,Arrival,SRG
HLP,5:30:00 PM,ID7010,Batik Air ,A320 (PK-LAL) ,Landed 8:30 PM,Arrival,KNO
HLP,5:50:00 PM,ID7062,Batik Air ,A320 (PK-BKT) ,Landed 5:30 PM,Arrival,PKU
HLP,6:40:00 PM,ID7058,Batik Air ,A320 (PK-LUJ) ,Landed 7:27 PM,Arrival,PLM
HLP,7:10:00 PM,QG179,Citilink Garuda Indonesia ,A320 (PK-GQT) ,Landed 7:56 PM,Arrival,SUB
HLP,7:35:00 PM,ID7530,Batik Air ,A320 (PK-LUH) ,Landed 7:40 PM,Arrival,YIA
HLP,8:30:00 PM,QG173,Citilink ,A320 (PK-GQQ) ,Landed 8:12 PM,Arrival,SUB
HLP,9:20:00 PM,ID7518,Batik Air ,A320 (PK-LUO) ,Delayed 10:02 PM,Arrival,SUB
HLP,9:35:00 PM,QG25,Citilink ,A320 (PK-GQS) ,Delayed 10:36 PM,Arrival,KNO
HLP,5:30:00 AM,ID7511,Batik Air ,A320 (PK-BKT) ,Departed 5:35 AM,Departure,SUB
HLP,5:55:00 AM,QG1101,Citilink ,AT76 (PK-GJP) ,Departed 6:01 AM,Departure,JOG
HLP,6:45:00 AM,QG20,Citilink ,A320 (PK-GQQ) ,Departed 7:26 AM,Departure,DTB
HLP,6:50:00 AM,GM61,Asia Cargo Airlines ,B733 (PK-MGI) ,Departed 7:18 AM,Departure,BPN
HLP,6:55:00 AM,QG30,Citilink ,A320 (PK-GQM) ,Departed 6:53 AM,Departure,PKU
HLP,7:00:00 AM,ID7581,Batik Air ,A320 (PK-LUH) ,Departed 7:12 AM,Departure,MLG
HLP,7:10:00 AM,ID7053,Batik Air ,A320 (PK-LUI) ,Departed 7:23 AM,Departure,PLM
HLP,7:10:00 AM,ID7508,Batik Air ,32A ,Unknown,Departure,PLM
HLP,7:10:00 AM,QG126,Citilink ,A20N (PK-GTG) ,Departed 7:47 AM,Departure,SOC
HLP,8:30:00 AM,ID7533,Batik Air ,32A ,Unknown,Departure,YIA
HLP,8:40:00 AM,ID7061,Batik Air ,32A ,Canceled,Departure,PKU
HLP,8:40:00 AM,ID7513,Batik Air ,A320 (PK-LUQ) ,Departed 8:46 AM,Departure,SUB
HLP,8:45:00 AM,ID7066,Batik Air ,32A ,Unknown,Departure,SUB
HLP,8:50:00 AM,ID7041,Batik Air ,32A ,Unknown,Departure,SOC
HLP,9:20:00 AM,ID7309,Batik Air ,A320 (PK-LAL) ,Departed 9:27 AM,Departure,DPS
HLP,9:50:00 AM,ID7557,Batik Air ,A320 (PK-BKT) ,Departed 10:06 AM,Departure,SRG
HLP,9:55:00 AM,QG1105,Citilink ,AT76 (PK-GJP) ,Departed 10:01 AM,Departure,JOG
HLP,10:40:00 AM,QG46,Citilink ,A20N (PK-GTG) ,Departed 11:41 AM,Departure,PDG
HLP,10:50:00 AM,ID7531,Batik Air ,A320 (PK-LUI) ,Departed 11:37 AM,Departure,SOC
HLP,11:00:00 AM,SQS234,Susi Air ,CN1 ,Unknown,Departure,CJN
HLP,11:10:00 AM,QG88,Citilink ,A320 (PK-GQF) ,Departed 11:03 AM,Departure,PLM
HLP,11:20:00 AM,ID7583,Batik Air ,32A ,Canceled,Departure,MLG
HLP,12:00:00 PM,ID7011,Batik Air ,A320 (PK-LAL) ,Departed 3:14 PM,Departure,KNO
HLP,12:00:00 PM,QG178,Citilink ,A320 (PK-GQM) ,Departed 11:59 AM,Departure,SUB
HLP,12:35:00 PM,ID7515,Batik Air ,A320 (PK-LUH) ,Departed 12:37 PM,Departure,SUB
HLP,12:40:00 PM,QG164,Citilink ,A320 (PK-GQQ) ,Departed 1:13 PM,Departure,MLG
HLP,12:45:00 PM,ID7539,Batik Air ,A320 (PK-LUJ) ,Departed 12:49 PM,Departure,YIA
HLP,12:45:00 PM,ID7054,Batik Air ,32A ,Unknown,Departure,YIA
HLP,12:50:00 PM,ID7051,Batik Air ,A320 (PK-LAI) ,Departed 1:01 PM,Departure,PLM
HLP,1:30:00 PM,ID7501,Batik Air ,A320 (PK-LUQ) ,Departed 1:42 PM,Departure,SUB
HLP,1:35:00 PM,ID7063,Batik Air ,A320 (PK-BKT) ,Departed 1:35 PM,Departure,PKU
HLP,1:40:00 PM,QG1107,Citilink ,AT76 (PK-GJP) ,Departed 1:52 PM,Departure,JOG
HLP,2:25:00 PM,QG174,Citilink ,A320 (PK-GQF) ,Departed 2:25 PM,Departure,SUB
HLP,2:30:00 PM,ID7559,Batik Air ,A320 (PK-LUI) ,Departed 4:08 PM,Departure,SRG
HLP,3:25:00 PM,QG176,Citilink Garuda Indonesia ,A320 (PK-GQT) ,Departed 4:54 PM,Departure,SUB
HLP,3:40:00 PM,ID7059,Batik Air ,A320 (PK-LUJ) ,Departed 4:43 PM,Departure,PLM
HLP,4:05:00 PM,QG22,Citilink ,A320 (PK-GQS) ,Departed 5:45 PM,Departure,KNO
HLP,4:30:00 PM,ID7541,Batik Air ,A320 (PK-LUH) ,Departed 5:10 PM,Departure,YIA
HLP,4:55:00 PM,QG172,Citilink ,A320 (PK-GQQ) ,Departed 5:17 PM,Departure,SUB
HLP,4:55:00 PM,QG194,Citilink ,A320 (PK-GQM) ,Departed 5:07 PM,Departure,DPS
HLP,5:45:00 PM,ID7519,Batik Air ,A320 (PK-LUO) ,Departed 6:45 PM,Departure,SUB
HLP,6:15:00 PM,ID7055,Batik Air ,A320 (PK-LAQ) ,Departed 6:16 PM,Departure,PLM
HLP,6:15:00 PM,ID7538,Batik Air ,32A ,Unknown,Departure,PLM
HLP,6:30:00 PM,ID7521,Batik Air ,A320 (PK-LUI) ,Departed 7:30 PM,Departure,SUB
HLP,6:35:00 PM,ID7065,Batik Air ,A320 (PK-BKT) ,Departed 7:07 PM,Departure,PKU
HLP,6:35:00 PM,ID7558,Batik Air ,32A ,Unknown,Departure,PKU
HMS,11:50:00 AM,IW1398,Wings Air ,AT76 (PK-WJU) ,Landed 2:47 PM,Arrival,BDJ
HMS,12:20:00 PM,IW1399,Wings Air ,AT76 (PK-WJU) ,Departed 3:12 PM,Departure,BDJ
JIO,11:50:00 AM,IL429,Trigana Air ,AT4 ,Unknown,Arrival,AMQ
JIO,12:00:00 PM,IL430,Trigana Air ,AT4 ,Unknown,Departure,AMQ
JOG,7:20:00 AM,QG1101,Citilink ,AT76 (PK-GJP) ,Landed 7:08 AM,Arrival,HLP
JOG,11:20:00 AM,QG1105,Citilink ,AT76 (PK-GJP) ,Landed 11:08 AM,Arrival,HLP
JOG,3:05:00 PM,QG1107,Citilink ,AT76 (PK-GJP) ,Landed 3:05 PM,Arrival,HLP
JOG,8:00:00 AM,QG1104,Citilink ,AT76 (PK-GJP) ,Departed 7:53 AM,Departure,HLP
JOG,11:45:00 AM,QG1106,Citilink ,AT76 (PK-GJP) ,Departed 11:41 AM,Departure,HLP
JOG,3:30:00 PM,QG1100,Citilink ,AT76 (PK-GJP) ,Departed 3:41 PM,Departure,HLP
KBU,10:30:00 AM,IW1392,Wings Air ,AT76 (PK-WJU) ,Landed 10:34 AM,Arrival,BDJ
KBU,10:50:00 AM,IW1393,Wings Air ,AT76 (PK-WJU) ,Departed 11:10 AM,Departure,BDJ
KDI,3:50:00 AM,RI713,Rimbun Air ,73F ,Unknown,Arrival,TTE
KDI,7:05:00 AM,ID6724,Batik Air ,B738 (PK-LBK) ,Landed 6:51 AM,Arrival,CGK
KDI,7:55:00 AM,QG332,Citilink ,A320 (PK-GLS) ,Landed 7:30 AM,Arrival,UPG
KDI,8:45:00 AM,JT986,Lion Air ,B738 (PK-LPO) ,Landed 9:26 AM,Arrival,UPG
KDI,9:30:00 AM,GA604,Garuda Indonesia ,B738 (PK-GFW) ,Landed 9:12 AM,Arrival,UPG
KDI,10:10:00 AM,IP810,Pelita Air ,A320 (PK-PWG) ,Landed 9:43 AM,Arrival,CGK
KDI,10:50:00 AM,IU584,Super Air Jet ,A320 (PK-SJZ) ,Unknown,Arrival,UPG
KDI,12:15:00 PM,JT992,Lion Air ,739,Canceled,Arrival,UPG
KDI,2:10:00 PM,IU586,Super Air Jet ,320,Canceled,Arrival,UPG
KDI,2:50:00 PM,ID6722,Batik Air ,32A ,Canceled,Arrival,CGK
KDI,3:25:00 PM,JT994,Lion Air ,B738 (PK-LOJ) ,Landed 5:16 PM,Arrival,UPG
KDI,4:25:00 PM,JT722,Lion Air ,B738 (PK-LOH) ,Landed 4:27 PM,Arrival,SUB
KDI,4:50:00 PM,QG330,Citilink ,A320 (PK-GLY) ,Landed 7:00 PM,Arrival,CGK
KDI,5:40:00 PM,ID6726,Batik Air ,A320 (PK-BKM) ,Unknown,Arrival,CGK
KDI,7:10:00 PM,IU588,Super Air Jet ,320,Canceled,Arrival,UPG
KDI,7:50:00 PM,JT996,Lion Air ,B739 (PK-LGV) ,Landed 8:49 PM,Arrival,UPG
KDI,4:50:00 AM,RI738,Rimbun Air ,73F ,Unknown,Departure,CGK
KDI,7:00:00 AM,JT991,Lion Air ,739,Canceled,Departure,UPG
KDI,7:05:00 AM,IU589,Super Air Jet ,A320 (PK-SGC) ,Departed 7:06 AM,Departure,UPG
KDI,7:50:00 AM,ID6723,Batik Air ,B738 (PK-LBK) ,Departed 7:58 AM,Departure,CGK
KDI,8:25:00 AM,QG333,Citilink ,A320 (PK-GLS) ,Departed 8:16 AM,Departure,UPG
KDI,9:30:00 AM,JT987,Lion Air ,B738 (PK-LPO) ,Departed,Departure,UPG
KDI,10:15:00 AM,GA605,Garuda Indonesia ,B738 (PK-GFW) ,Departed 10:27 AM,Departure,UPG
KDI,11:15:00 AM,IP811,Pelita Air ,A320 (PK-PWG) ,Departed 11:12 AM,Departure,CGK
KDI,11:30:00 AM,IU585,Super Air Jet ,A320 (PK-SJZ) ,Departed 12:13 PM,Departure,UPG
KDI,1:00:00 PM,JT995,Lion Air ,739,Canceled,Departure,UPG
KDI,2:50:00 PM,IU587,Super Air Jet ,320,Canceled,Departure,UPG
KDI,3:30:00 PM,ID6725,Batik Air ,32A ,Canceled,Departure,CGK
KDI,4:05:00 PM,JT997,Lion Air ,B738 (PK-LOJ) ,Departed,Departure,UPG
KDI,5:10:00 PM,JT727,Lion Air ,B738 (PK-LOH) ,Departed 5:40 PM,Departure,SUB
KDI,5:20:00 PM,QG331,Citilink ,A320 (PK-GLY) ,Departed 7:46 PM,Departure,CGK
KDI,6:40:00 PM,ID6727,Batik Air ,A320 (PK-BKM) ,Departed 6:50 PM,Departure,CGK
KEI,11:55:00 AM,IL283,Trigana Air ,D38 ,Unknown,Arrival,MKQ
KEI,12:05:00 PM,IL284,Trigana Air ,D38 ,Unknown,Departure,MKQ
KJT,9:20:00 AM,IU788,Super Air Jet ,A320 (PK-SGD) ,Landed 9:01 AM,Arrival,KNO
KJT,10:10:00 AM,AK418,AirAsia ,A320 (9M-DAE) ,Landed 9:45 AM,Arrival,KUL
KJT,12:50:00 PM,IU787,Super Air Jet ,320,Canceled,Arrival,DPS
KJT,1:00:00 PM,QG433,Citilink ,A320 (PK-GLX) ,Landed 1:11 PM,Arrival,BPN
KJT,2:10:00 PM,IU789,Super Air Jet ,A320 (PK-SGD) ,Landed 2:03 PM,Arrival,DPS
KJT,3:00:00 PM,IU529,Super Air Jet ,A320 (PK-STP) ,Landed 2:50 PM,Arrival,BPN
KJT,8:15:00 PM,QZ750,AirAsia ,A320 (PK-AXR) ,Landed 7:52 PM,Arrival,DPS
KJT,10:00:00 AM,IU788,Super Air Jet ,A320 (PK-SGD) ,Departed 10:03 AM,Departure,DPS
KJT,10:40:00 AM,AK419,AirAsia ,A320 (9M-DAE) ,Departed 10:40 AM,Departure,KUL
KJT,1:30:00 PM,IU786,Super Air Jet ,320,Canceled,Departure,DPS
KJT,1:30:00 PM,QG432,Citilink ,A320 (PK-GLX) ,Departed 2:08 PM,Departure,BPN
KJT,3:50:00 PM,IU528,Super Air Jet ,A320 (PK-STP) ,Departed 3:50 PM,Departure,BPN
KJT,8:40:00 PM,QZ751,AirAsia ,A320 (PK-AXR) ,Departed 8:38 PM,Departure,DPS
KNG,11:50:00 AM,IW1522,Wings Air ,AT76 (PK-WJZ) ,Unknown,Arrival,SOQ
KNG,12:10:00 PM,IW1523,Wings Air ,AT76 (PK-WJZ) ,Departed,Departure,SOQ
KNO,6:15:00 AM,JT300,Lion Air ,B39M (PK-LRG) ,Landed 8:11 AM,Arrival,CGK
KNO,6:45:00 AM,ID6019,Batik Air ,B738 (PK-BGF) ,Landed 6:30 AM,Arrival,KUL
KNO,7:15:00 AM,IU946,Super Air Jet ,A320 (PK-SAA) ,Landed 7:25 AM,Arrival,CGK
KNO,7:35:00 AM,IW1265,Wings Air ,AT76 (PK-WGZ) ,Landed 7:37 AM,Arrival,GNS
KNO,8:00:00 AM,SQ990,Singapore Airlines ,B38M (9V-MBF) ,Landed 7:57 AM,Arrival,SIN
KNO,8:10:00 AM,QG910,Citilink ,A320 (PK-GLU) ,Landed 7:50 AM,Arrival,CGK
KNO,8:15:00 AM,JT208,Lion Air ,B39M (PK-LRG) ,Unknown,Arrival,CGK
KNO,8:25:00 AM,IW1242,Wings Air ,AT75 (PK-WFQ) ,Landed 8:30 AM,Arrival,PKU
KNO,8:30:00 AM,MH860,Malaysia Airlines ,B738 (9M-MXR) ,Landed 8:25 AM,Arrival,KUL
KNO,8:45:00 AM,JT212,Lion Air ,B39M (PK-LRG) ,Unknown,Arrival,CGK
KNO,9:15:00 AM,IU940,Super Air Jet ,320,Unknown,Arrival,CGK
KNO,9:30:00 AM,GA182,Garuda Indonesia ,B738 (PK-GNQ) ,Landed 9:21 AM,Arrival,CGK
KNO,9:35:00 AM,QZ125,AirAsia (Dnars Indonesia Livery) ,A320 (PK-AZN) ,Landed 9:31 AM,Arrival,KUL
KNO,9:45:00 AM,JT200,Lion Air ,739,Unknown,Arrival,CGK
KNO,9:55:00 AM,IW1269,Wings Air ,AT7 ,Unknown,Arrival,GNS
KNO,10:10:00 AM,ID7289,Batik Air ,B738 (PK-LDP) ,Landed 9:48 AM,Arrival,KUL
KNO,10:15:00 AM,IW1230,Wings Air ,AT7 ,Unknown,Arrival,PKU
KNO,10:25:00 AM,QG1921,Citilink ,AT76 (PK-GJV) ,Unknown,Arrival,PKU
KNO,10:30:00 AM,QG914,Citilink ,A320 (PK-GLV) ,Landed 10:17 AM,Arrival,CGK
KNO,10:45:00 AM,JT204,Lion Air ,739,Unknown,Arrival,CGK
KNO,10:50:00 AM,AK391,AirAsia ,A20N (9M-AGS) ,Landed 10:40 AM,Arrival,KUL
KNO,11:05:00 AM,QZ107,AirAsia ,A320 (PK-AZT) ,Landed 10:56 AM,Arrival,PEN
KNO,11:15:00 AM,IU896,Super Air Jet ,A320 (PK-SJJ) ,Landed 12:02 PM,Arrival,CGK
KNO,11:15:00 AM,JT971,Lion Air ,B739 (PK-LGS) ,Landed 11:27 AM,Arrival,BTH
KNO,11:15:00 AM,IW1249,Wings Air ,AT7 ,Unknown,Arrival,GNS
KNO,11:20:00 AM,IW1253,Wings Air ,AT7 ,Unknown,Arrival,MEQ
KNO,11:45:00 AM,JT306,Lion Air ,B738 (PK-LPK) ,Landed 12:28 PM,Arrival,CGK
KNO,11:55:00 AM,GA184,Garuda Indonesia ,B738 (PK-GUC) ,Landed 11:58 AM,Arrival,CGK
KNO,12:05:00 PM,IU862,Super Air Jet ,A320 (PK-SAT) ,Landed 11:49 AM,Arrival,PDG
KNO,12:20:00 PM,QG515,Citilink ,A320 (PK-GLU) ,Landed 11:53 AM,Arrival,PEN
KNO,12:45:00 PM,JT206,Lion Air ,B739 (PK-LFL) ,Landed 2:37 PM,Arrival,CGK
KNO,12:45:00 PM,IW1247,Wings Air ,AT75 (PK-WFQ) ,Landed 12:46 PM,Arrival,GNS
KNO,12:55:00 PM,JT139,Lion Air (50th 737-900ER Livery) ,B739 (PK-LHY) ,Landed 12:35 PM,Arrival,PEN
KNO,1:05:00 PM,QG916,Citilink ,A320 (PK-GLI) ,Landed 1:01 PM,Arrival,CGK
KNO,1:15:00 PM,GA186,Garuda Indonesia ,B738 (PK-GNF) ,Landed 12:57 PM,Arrival,CGK
KNO,1:15:00 PM,IU948,Super Air Jet ,A320 (PK-STH) ,Landed 4:11 PM,Arrival,CGK
KNO,1:45:00 PM,AK397,AirAsia ,A20N (9M-AGK) ,Landed 1:21 PM,Arrival,KUL
KNO,1:45:00 PM,JT214,Lion Air ,739,Unknown,Arrival,CGK
KNO,1:50:00 PM,QG1913,Citilink ,AT76 (PK-GJV) ,Unknown,Arrival,GNS
KNO,2:00:00 PM,IW1259,Wings Air ,AT76 (PK-WJY) ,Landed 1:59 PM,Arrival,FLZ
KNO,2:05:00 PM,IW1267,Wings Air ,AT7 ,Unknown,Arrival,GNS
KNO,2:15:00 PM,ID7146,Batik Air ,B738 (PK-BGF) ,Landed 2:20 PM,Arrival,SIN
KNO,2:20:00 PM,ID7011,Batik Air ,A320 (PK-LAL) ,Landed 5:15 PM,Arrival,HLP
KNO,2:45:00 PM,JT973,Lion Air ,B739 (PK-LHT) ,Landed 3:26 PM,Arrival,BTH
KNO,2:45:00 PM,QZ155,AirAsia (Dnars Indonesia Livery) ,A320 (PK-AZN) ,Landed 3:07 PM,Arrival,DMK
KNO,2:50:00 PM,JT384,Lion Air ,B739 (PK-LFL) ,Unknown,Arrival,CGK
KNO,3:00:00 PM,MH864,Malaysia Airlines ,B738 (9M-MLS) ,Landed 2:43 PM,Arrival,KUL
KNO,3:20:00 PM,IU942,Super Air Jet (Xpora Livery) ,A320 (PK-SAE) ,Landed 4:05 PM,Arrival,CGK
KNO,3:25:00 PM,QG918,Citilink ,A320 (PK-GQG) ,Landed 4:14 PM,Arrival,CGK
KNO,3:30:00 PM,JT305,Lion Air ,B738 (PK-LPK) ,Landed 4:19 PM,Arrival,BTJ
KNO,3:35:00 PM,IW1251,Wings Air ,AT76 (PK-WGG) ,Landed 3:58 PM,Arrival,LSW
KNO,3:38:00 PM,,-,CL60 (VH-URR) ,Landed 4:46 PM,Arrival,PHE
KNO,4:00:00 PM,GA118,Garuda Indonesia (Pocari Sweat Livery) ,B738 (PK-GNN) ,Landed 3:53 PM,Arrival,CGK
KNO,4:00:00 PM,JT964,Lion Air ,B39M (PK-LRF) ,Landed 3:46 PM,Arrival,YIA
KNO,4:10:00 PM,QG905,Citilink ,A320 (PK-GLU) ,Landed 4:08 PM,Arrival,BTJ
KNO,4:10:00 PM,QG922,Citilink ,A20N (PK-GTG) ,Landed 5:18 PM,Arrival,BTH
KNO,4:20:00 PM,AK393,AirAsia ,A320 (9M-DAE) ,Landed 4:23 PM,Arrival,KUL
KNO,4:25:00 PM,JT974,Lion Air ,739,Unknown,Arrival,BTH
KNO,4:35:00 PM,JT133,Lion Air (50th 737-900ER Livery) ,B739 (PK-LHY) ,Landed 4:32 PM,Arrival,PEN
KNO,4:50:00 PM,JT210,Lion Air ,B739 (PK-LGO) ,Landed 5:03 PM,Arrival,CGK
KNO,4:55:00 PM,JT953,Lion Air ,B39M (PK-LRG) ,Landed 4:27 PM,Arrival,BPN
KNO,5:10:00 PM,IW1238,Wings Air ,AT7 ,Unknown,Arrival,PKU
KNO,5:10:00 PM,OD322,Malindo Air ,B738 (9M-LCM) ,Landed 5:25 PM,Arrival,KUL
KNO,5:20:00 PM,IU888,Super Air Jet ,A320 (PK-SJJ) ,Landed 7:15 PM,Arrival,CGK
KNO,5:40:00 PM,QG978,Citilink ,A320 (PK-GLK) ,Landed 6:38 PM,Arrival,CGK
KNO,5:50:00 PM,JT202,Lion Air ,739,Unknown,Arrival,CGK
KNO,5:50:00 PM,QG1929,Citilink ,AT76 (PK-GJV) ,Unknown,Arrival,PKU
KNO,5:55:00 PM,AK1581,AirAsia ,A320 (9M-AGP) ,Landed 5:31 PM,Arrival,PEN
KNO,6:25:00 PM,QG22,Citilink ,A320 (PK-GQS) ,Landed 7:39 PM,Arrival,HLP
KNO,6:40:00 PM,GA190,Garuda Indonesia ,B738 (PK-GFG) ,Landed 6:25 PM,Arrival,CGK
KNO,6:50:00 PM,JT382,Lion Air ,739,Unknown,Arrival,CGK
KNO,7:15:00 PM,AK395,AirAsia (WeAreAllChampions Livery) ,A320 (9M-AQF) ,Landed 7:07 PM,Arrival,KUL
KNO,7:20:00 PM,ID6880,Batik Air ,A320 (PK-LUS) ,Landed 7:21 PM,Arrival,CGK
KNO,7:20:00 PM,IU880,Super Air Jet ,A320 (PK-SJF) ,Landed 8:28 PM,Arrival,CGK
KNO,7:20:00 PM,SQ994,Singapore Airlines ,B38M (9V-MBA) ,Landed 7:33 PM,Arrival,SIN
KNO,7:50:00 PM,JT308,Lion Air ,738,Unknown,Arrival,CGK
KNO,7:55:00 PM,QZ157,AirAsia (Dnars Indonesia Livery) ,A320 (PK-AZN) ,Landed 8:51 PM,Arrival,DMK
KNO,8:20:00 PM,JT989,Lion Air ,B738 (PK-LJV) ,Landed 8:37 PM,Arrival,BTH
KNO,8:20:00 PM,IU898,Super Air Jet ,A320 (PK-SJM) ,Delayed 9:41 PM,Arrival,CGK
KNO,8:25:00 PM,IU964,Super Air Jet ,A320 (PK-SAG) ,Landed 8:04 PM,Arrival,PLM
KNO,8:40:00 PM,QG912,Citilink ,A20N (PK-GTK) ,Delayed 9:58 PM,Arrival,CGK
KNO,8:50:00 PM,JT302,Lion Air ,B739 (PK-LFL) ,Delayed 9:10 PM,Arrival,CGK
KNO,8:55:00 PM,GA1824,Garuda Indonesia ,B738 (PK-GUE) ,Landed 8:43 PM,Arrival,CGK
KNO,9:25:00 PM,GA196,Garuda Indonesia ,B738 (PK-GMY) ,Delayed 9:49 PM,Arrival,CGK
KNO,9:25:00 PM,QZ123,AirAsia ,A320 (PK-AZT) ,Estimated 9:00 PM,Arrival,KUL
KNO,10:10:00 PM,QG882,Citilink ,A20N (PK-GTA) ,Estimated 10:21 PM,Arrival,CGK
KNO,10:50:00 PM,QZ109,AirAsia (Dnars Indonesia Livery) ,A320 (PK-AZN) ,Scheduled,Arrival,PEN
KNO,4:30:00 AM,JT213,Lion Air ,739,Unknown,Departure,CGK
KNO,5:00:00 AM,IU881,Super Air Jet ,A320 (PK-SAV) ,Departed 5:15 AM,Departure,CGK
KNO,5:00:00 AM,QG911,Citilink ,A320 (PK-GQR) ,Departed 4:54 AM,Departure,CGK
KNO,5:25:00 AM,GA183,Garuda Indonesia ,B738 (PK-GFD) ,Departed 5:38 AM,Departure,CGK
KNO,5:25:00 AM,JT970,Lion Air ,B739 (PK-LHT) ,Departed 5:51 AM,Departure,BTH
KNO,5:30:00 AM,JT203,Lion Air (80th 737NG Livery) ,B738 (PK-LKP) ,Departed 5:42 AM,Departure,CGK
KNO,6:00:00 AM,ID6881,Batik Air ,B738 (PK-BGK) ,Departed 6:05 AM,Departure,CGK
KNO,6:00:00 AM,IU899,Super Air Jet ,320,Unknown,Departure,CGK
KNO,6:30:00 AM,JT387,Lion Air ,738,Unknown,Departure,CGK
KNO,6:30:00 AM,IU965,Super Air Jet ,A320 (PK-SAG) ,Departed 6:32 AM,Departure,PLM
KNO,6:50:00 AM,IU788,Super Air Jet ,A320 (PK-SGD) ,Departed 6:53 AM,Departure,KJT
KNO,7:00:00 AM,IW1231,Wings Air ,AT7 ,Unknown,Departure,PKU
KNO,7:01:00 AM,JT301,Lion Air ,739,Unknown,Departure,CGK
KNO,7:01:00 AM,QG1920,Citilink ,AT76 (PK-GJV) ,Estimated dep. 7:00 AM,Departure,PKU
KNO,7:05:00 AM,QZ124,AirAsia (Dnars Indonesia Livery) ,A320 (PK-AZN) ,Departed 7:09 AM,Departure,KUL
KNO,7:30:00 AM,JT988,Lion Air ,B738 (PK-LPL) ,Departed 7:39 AM,Departure,BTH
KNO,7:30:00 AM,IW1266,Wings Air ,AT7 ,Canceled,Departure,GNS
KNO,8:00:00 AM,IU947,Super Air Jet ,A320 (PK-SAA) ,Departed 8:35 AM,Departure,CGK
KNO,8:45:00 AM,SQ991,Singapore Airlines ,B38M (9V-MBF) ,Departed 9:03 AM,Departure,SIN
KNO,8:45:00 AM,QZ106,AirAsia ,A320 (PK-AZT) ,Departed 8:50 AM,Departure,PEN
KNO,8:50:00 AM,IW1252,Wings Air ,AT7 ,Unknown,Departure,MEQ
KNO,8:50:00 AM,IW1248,Wings Air ,AT75 (PK-WFQ) ,Departed 9:33 AM,Departure,GNS
KNO,9:15:00 AM,JT952,Lion Air ,B39M (PK-LRG) ,Departed 9:30 AM,Departure,BPN
KNO,9:20:00 AM,MH861,Malaysia Airlines ,B738 (9M-MXR) ,Departed 9:27 AM,Departure,KUL
KNO,9:30:00 AM,JT211,Lion Air ,B739 (PK-LGU) ,Departed 9:50 AM,Departure,CGK
KNO,9:40:00 AM,JT963,Lion Air ,B39M (PK-LRF) ,Departed 9:55 AM,Departure,YIA
KNO,9:40:00 AM,QG514,Citilink ,A320 (PK-GLU) ,Departed 9:36 AM,Departure,PEN
KNO,10:00:00 AM,IU941,Super Air Jet (Xpora Livery) ,A320 (PK-SAE) ,Departed 10:18 AM,Departure,CGK
KNO,10:05:00 AM,QZ154,AirAsia (Dnars Indonesia Livery) ,A320 (PK-AZN) ,Departed 10:23 AM,Departure,DMK
KNO,10:10:00 AM,JT138,Lion Air (50th 737-900ER Livery) ,B739 (PK-LHY) ,Departed 10:28 AM,Departure,PEN
KNO,10:20:00 AM,IW1244,Wings Air ,AT7 ,Unknown,Departure,GNS
KNO,10:30:00 AM,GA185,Garuda Indonesia ,B738 (PK-GNQ) ,Departed 10:35 AM,Departure,CGK
KNO,10:30:00 AM,JT201,Lion Air ,739,Unknown,Departure,CGK
KNO,10:30:00 AM,ID7147,Batik Air ,B738 (PK-BGF) ,Departed 10:54 AM,Departure,SIN
KNO,11:00:00 AM,ID7288,Batik Air ,B738 (PK-LDP) ,Departed 11:13 AM,Departure,KUL
KNO,11:00:00 AM,QG1912,Citilink ,AT76 (PK-GJV) ,Estimated dep. 11:25 AM,Departure,GNS
KNO,11:10:00 AM,QG913,Citilink ,A320 (PK-GLV) ,Departed 11:19 AM,Departure,CGK
KNO,11:15:00 AM,AK390,AirAsia ,A20N (9M-AGS) ,Departed 11:29 AM,Departure,KUL
